University,Faculty,Department,"Title, Name and Surname"
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Berivan Tugba Turk Somer
Ege Universitesi,Nukleer Bilimler Enstitusu,Nukleer Bilimler Anabilim Dali,Profesor Berkay Camgoz
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Avlama Ve Isleme Teknolojisi Bolumu,Profesor Berna Kilinc
Ege Universitesi,Devlet Turk Musikisi Konservatuvari,Turk Muzigi Bolumu,Profesor Berrak Taranc
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Betul Karaca
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Meslek Bilimleri Bolumu,Profesor Bijen Kivcak
Ege Universitesi,Iletisim Fakultesi,Halkla Iliskiler Ve Tanitim Bolumu,Profesor Bilgehan Gultekin
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Bilgin Arda
Ege Universitesi,Saglik Bilimleri Fakultesi,Ebelik Bolumu,Profesor Birsen Karaca Saydam
Ege Universitesi,Muhendislik Fakultesi,Deri Muhendisligi Bolumu,Profesor Bugra Ocak
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Meslek Bilimleri Bolumu,Profesor Buket Bozkurt
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Buket Kosova
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Meslek Bilimleri Bolumu,Profesor Buket Reel
Ege Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Burak Capraz
Ege Universitesi,Fen Fakultesi,Matematik Bolumu,Profesor Burak Ordin
Ege Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Burcu Aracioglu
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Burcu Balkan
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Burcu Barutcuoglu
Ege Universitesi,Fen Fakultesi,Biyokimya Bolumu,Profesor Burcu Okutucu
Ege Universitesi,Ziraat Fakultesi,Toprak Bilimi Ve Bitki Besleme Bolumu,Profesor Burcin Cokuysal
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Burhanettin Uludag
Ege Universitesi,Ziraat Fakultesi,Tarim Makineleri Ve Teknolojileri Muhendisligi Bolumu,Profesor Bulent Cakmak
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Bulent Gokce
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Bulent Karapinar
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Can Balkan
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Can Eyigor
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Can Hasdemir
Ege Universitesi,Fen Fakultesi,Astronomi Ve Uzay Bilimleri Bolumu,Profesor Can Kilinc
Ege Universitesi,Ziraat Fakultesi,Zootekni Bolumu,Profesor Can Uzmay
Ege Universitesi,Eczacilik Fakultesi,Temel Eczacilik Bilimleri Bolumu,Profesor Canan Karaalp
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Canan Yurttas
Ege Universitesi,Ziraat Fakultesi,Tarim Ekonomisi Bolumu,Profesor Canan Fisun Abay
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Candan Cicek
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Avlama Ve Isleme Teknolojisi Bolumu,Profesor Celalettin Aydin
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Temel Bilimleri Bolumu,Profesor Cem Aygen
Ege Universitesi,Ziraat Fakultesi,Sut Teknolojisi Bolumu,Profesor Cem Karagozlu
Ege Universitesi,Fen Fakultesi,Fizik Bolumu,Profesor Cemal Parlak
Ege Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Cemal Un
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Cemil Caliskan
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Cemil Gurgun
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Cengiz Cavusoglu
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Temel Bilimleri Bolumu,Profesor Cengiz Kocak
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Cengizhan Ozgurbuz
Ege Universitesi,Fen Fakultesi,Biyokimya Bolumu,Profesor Cenk Selcuki
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Ceyda Kabaroglu
Ege Universitesi,Gunes Enerjisi Enstitusu,Enerji Teknolojisi Anabilim Dali,Profesor Ceylan Zafer
Ege Universitesi,Edebiyat Fakultesi,Tarih Bolumu,Profesor Cihan Ozgun
Ege Universitesi,Ziraat Fakultesi,Tarim Ekonomisi Bolumu,Profesor Cihat Gunden
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Coskun Ozcan
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Cumhur Gunduz
Ege Universitesi,Edebiyat Fakultesi,Eskicag Dilleri Ve Kulturleri Bolumu,Profesor Cumhur Tanriver
Ege Universitesi,Fen Fakultesi,Fizik Bolumu,Profesor Cuneyt Celiktas
Ege Universitesi,Edebiyat Fakultesi,Tarih Bolumu,Profesor Cuneyt Kanat
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Yetistiriciligi Bolumu,Profesor Cuneyt Suzer
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Cagatay Engin
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Cagatay Ustun
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Cigir Biray Avci
Ege Universitesi,Ziraat Fakultesi,Peyzaj Mimarligi Bolumu,Profesor Cigdem Coskun Hepcan
Ege Universitesi,Nukleer Bilimler Enstitusu,Nukleer Uygulamalar Anabilim Dali,Profesor Cigdem Ichedef
Ege Universitesi,Ziraat Fakultesi,Zootekni Bolumu,Profesor Cigdem Takma
Ege Universitesi,Edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Ciler Cilingiroglu
Ege Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Demet Astley
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Deniz Nart
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Deniz Yalman
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Deniz Yilmaz Karapinar
Ege Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Derya Gulcemal
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Teknolojisi Bolumu,Profesor Derya Ilem Ozdemir
Ege Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Derya Ilic
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Devrim Bozkurt
Ege Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Dilek Demirhan
Ege Universitesi,Edebiyat Fakultesi,Ingiliz Dili Ve Edebiyati Bolumu,Profesor Dilek Direnc
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Yetistiriciligi Bolumu,Profesor Dilek Emiroglu
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Dilek Evyapan
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Temel Bilimleri Bolumu,Profesor Dilek Ilhan
Ege Universitesi,Fen Fakultesi,Biyokimya Bolumu,Profesor Dilek Odaci
Ege Universitesi,Hemsirelik Fakultesi,Hemsirelik Bolumu,Profesor Dilek Sari
Ege Universitesi,Iletisim Fakultesi,"Radyo, Televizyon Ve Sinema Bolumu",Profesor Dilek Takimci
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Dilek Taskiran
Ege Universitesi,Edebiyat Fakultesi,Sosyoloji Bolumu,Profesor Dilek Yesiltuna
Ege Universitesi,Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Dilek Yelda Kagnici
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Dilek Yesim Metin
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Dilsah Cogulu
Ege Universitesi,Eczacilik Fakultesi,Temel Eczacilik Bilimleri Bolumu,Profesor Dilsat Ariksoysal
Ege Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Dincer Ayaz
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Dursun Emre Kumral
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Ebru Sezer
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Ece Eden
Ege Universitesi,Edebiyat Fakultesi,Cografya Bolumu,Profesor Ecmel Erlat
Ege Universitesi,Ziraat Fakultesi,Bahce Bitkileri Bolumu,Profesor Eftal Duzyaman
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Ege Nazan Tavmergen Goker
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ekin Ozgur Aktas
Ege Universitesi,Ziraat Fakultesi,Tarim Ekonomisi Bolumu,Profesor Ela Atis
Ege Universitesi,Nukleer Bilimler Enstitusu,Nukleer Bilimler Anabilim Dali,Profesor Elcin Ekdal Karali
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Elif Sener
Ege Universitesi,Iletisim Fakultesi,Halkla Iliskiler Ve Tanitim Bolumu,Profesor Elif Yildiz
Ege Universitesi,Muhendislik Fakultesi,Deri Muhendisligi Bolumu,Profesor Elif Eser Bayramoglu
Ege Universitesi,Muhendislik Fakultesi,Biyomuhendislik Bolumu,Profesor Elif Esin Hames
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Elvan Erhan
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Teknolojisi Bolumu,Profesor Emel Oyku Cetin Uyanikgil
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Emin Karaca
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Emin Taskiran
Ege Universitesi,Nukleer Bilimler Enstitusu,Nukleer Uygulamalar Anabilim Dali,Profesor Emin Ilker Medine
Ege Universitesi,Fen Fakultesi,Matematik Bolumu,Profesor Emine Albas
Ege Universitesi,Ziraat Fakultesi,Tarla Bitkileri Bolumu,Profesor Emine Bayram
Ege Universitesi,Ziraat Fakultesi,Peyzaj Mimarligi Bolumu,Profesor Emine Malkoc True
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Emine Nihal Mete Gokmen
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Emine Serra Kamer
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Emine Zuhal Tugsel
Ege Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Emre Ercan
Ege Universitesi,Ziraat Fakultesi,Tarla Bitkileri Bolumu,Profesor Emre Ilker
Ege Universitesi,Bergama Meslek Yuksekokulu,Muhasebe Ve Vergi Bolumu,Profesor Emre Kaplanoglu
Ege Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Emriye Perrin Akcakoca Kumbasar
Ege Universitesi,Gunes Enerjisi Enstitusu,Enerji Teknolojisi Anabilim Dali,Profesor Engin Karatepe
Ege Universitesi,Ziraat Fakultesi,Peyzaj Mimarligi Bolumu,Profesor Engin Nurlu
Ege Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Enver Tatlicioglu
Ege Universitesi,Egitim Fakultesi,Bilgisayar Ve Ogretim Teknolojileri Egitimi Bolumu,Profesor Eralp Huseyin Altun
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ercan Ok
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Teknolojisi Bolumu,Profesor Ercument Karasulu
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Erdal Apaydin
Ege Universitesi,Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Erdal Toprakci
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Erdem Goker
Ege Universitesi,Ziraat Fakultesi,Tarimsal Yapilar Ve Sulama Bolumu,Profesor Erhan Akkuzu
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Erhan Coskunol
Ege Universitesi,Fen Fakultesi,Biyokimya Bolumu,Profesor Erhan Dinckaya
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Erhan Gokmen
Ege Universitesi,Ziraat Fakultesi,Peyzaj Mimarligi Bolumu,Profesor Erhan Vecdi Kucukerbas
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Erinc Onem
Ege Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Erkan Mese
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Erkin Ozgiray
Ege Universitesi,Fen Fakultesi,Biyokimya Bolumu,Profesor Erol Akyilmaz
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Erol Tavmergen
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Ersin Oguz Koylu
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Temel Bilimleri Bolumu,Profesor Ertan Taskavak
Ege Universitesi,Edebiyat Fakultesi,Cografya Bolumu,Profesor Ertug Oner
Ege Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Esen Ozdogan
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Esin Alpoz
Ege Universitesi,Saglik Bilimleri Fakultesi,Ebelik Bolumu,Profesor Esin Ceber Turfan
Ege Universitesi,Fen Fakultesi,Astronomi Ve Uzay Bilimleri Bolumu,Profesor Esin Sipahi Kilic
Ege Universitesi,Emel Akin Meslek Yuksekokulu,"Tekstil, Giyim, Ayakkabi Ve Deri Bolumu",Profesor Esra Dirgar
Ege Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Esra Ersoy Omeroglu
Ege Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Esra Evrim Yalcinkaya
Ege Universitesi,Edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Esref Abay
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Teknolojisi Bolumu,Profesor Evren Atlihan Gundogdu
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Teknolojisi Bolumu,Profesor Evren Homan Gokce
Ege Universitesi,Iletisim Fakultesi,Halkla Iliskiler Ve Tanitim Bolumu,Profesor Evrim Pelin Baytekin
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Eylem Ulas Saz
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Eyup Sabri Ercan
Ege Universitesi,Fen Fakultesi,Matematik Bolumu,Profesor Fadime Dal
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Fahinur Ertugrul
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Fahrettin Oksel
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Fahri Sahin
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Avlama Ve Isleme Teknolojisi Bolumu,Profesor Faik Ozan Duzbastilar
Ege Universitesi,Edebiyat Fakultesi,Mutercim Ve Tercumanlik Bolumu,Profesor Faruk Yucel
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Fatih Islamoglu
Ege Universitesi,Ziraat Fakultesi,Bahce Bitkileri Bolumu,Profesor Fatih Sen
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Fatih Sendag
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Fatih Tekin
Ege Universitesi,Ziraat Fakultesi,Tarla Bitkileri Bolumu,Profesor Fatma Aykut Tonk
Ege Universitesi,Hemsirelik Fakultesi,Hemsirelik Bolumu,Profesor Fatma Demir Korkmaz
Ege Universitesi,Nukleer Bilimler Enstitusu,Nukleer Uygulamalar Anabilim Dali,Profesor Fatma Yurt
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Fatma Bahar Sezer
Ege Universitesi,Iletisim Fakultesi,Reklamcilik Bolumu,Profesor Fatma Belma Firlar
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Fatma Feriha Cilli
Ege Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Fatma Meltem Serdaroglu
Ege Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Fatma Nil Ertas
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Fatma Omur Ardeniz
Ege Universitesi,Devlet Turk Musikisi Konservatuvari,Ses Egitimi Bolumu,Profesor Fatma Reyhan Altinay
Ege Universitesi,Fen Fakultesi,Matematik Bolumu,Profesor Fatma Serap Topal
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Fatma Sule Sonmez
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Fazil Apaydin
Ege Universitesi,Ziraat Fakultesi,Tarim Makineleri Ve Teknolojileri Muhendisligi Bolumu,Profesor Fazilet Nezahat Alayunt
Ege Universitesi,Nukleer Bilimler Enstitusu,Nukleer Uygulamalar Anabilim Dali,Profesor Fazilet Zumrut Biber Muftuler
Ege Universitesi,Edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Fazli Gokcek
Ege Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Ferah Sayim
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Ferhan Girgin Sagin
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Feride Bilgehan Aksu Tanik
Ege Universitesi,Spor Bilimleri Fakultesi,Beden Egitimi Ve Spor Bolumu,Profesor Feride Zisan Kazak
Ege Universitesi,Ziraat Fakultesi,Bitki Koruma Bolumu,Profesor Ferit Turanli
Ege Universitesi,Ziraat Fakultesi,Tarim Ekonomisi Bolumu,Profesor Ferruh Isin
Ege Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Figen Ertekin
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Figen Gokcay
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Figen Gokmen
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Figen Gulen
Ege Universitesi,Ziraat Fakultesi,Zootekni Bolumu,Profesor Figen Kirkpinar
Ege Universitesi,Fen Fakultesi,Biyokimya Bolumu,Profesor Figen Zihnioglu
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Fikret Bademkiran
Ege Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Filiz Icier
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Filiz Ozerkan Cakan
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Filiz Vural
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Fuat Akercan
Ege Universitesi,Edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Fulya Dedeoglu Konakci
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Fulya Gunsar
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Funda Yilmaz Barbet
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Furkan Dindaroglu
Ege Universitesi,Iletisim Fakultesi,Halkla Iliskiler Ve Tanitim Bolumu,Profesor Fusun Topsumer
Ege Universitesi,Ziraat Fakultesi,Bitki Koruma Bolumu,Profesor Galip Kaskavalci
Ege Universitesi,Ziraat Fakultesi,Tarim Ekonomisi Bolumu,Profesor Gamze Saner
Ege Universitesi,Emel Akin Meslek Yuksekokulu,"Tekstil, Giyim, Ayakkabi Ve Deri Bolumu",Profesor Gamze Supuren Menguc
Ege Universitesi,Iletisim Fakultesi,Halkla Iliskiler Ve Tanitim Bolumu,Profesor Gaye Erel
Ege Universitesi,Muhendislik Fakultesi,Biyomuhendislik Bolumu,Profesor Gaye Ongen Ozgen
Ege Universitesi,Uluslararasi Bilgisayar Enstitusu,Bilgisayar Bilimleri Anabilim Dali,Profesor Geylani Kardas
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Gonca Karabulut
Ege Universitesi,Emel Akin Meslek Yuksekokulu,"Tekstil, Giyim, Ayakkabi Ve Deri Bolumu",Profesor Gonca Ozcelik
Ege Universitesi,Edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Gonca Senol
Ege Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Gokalp Kahraman
Ege Universitesi,Ziraat Fakultesi,Toprak Bilimi Ve Bitki Besleme Bolumu,Profesor Gokcen Yonter
Ege Universitesi,Ziraat Fakultesi,Sut Teknolojisi Bolumu,Profesor Gokhan Kavas
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Gokhan Keser
Ege Universitesi,Ziraat Fakultesi,Bahce Bitkileri Bolumu,Profesor Golgen Bahar Oztekin
Ege Universitesi,Eczacilik Fakultesi,Temel Eczacilik Bilimleri Bolumu,Profesor Gozde Elgin Cebe
Ege Universitesi,Edebiyat Fakultesi,Cografya Bolumu,Profesor Gozde Emekli
Ege Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Gozde Inan Sezer
Ege Universitesi,Fen Fakultesi,Istatistik Bolumu,Profesor Gozde Ulutagay
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Guclu Selahattin Kiyan
Ege Universitesi,Hemsirelik Fakultesi,Hemsirelik Bolumu,Profesor Gul Ertem
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Gulay Asci
Ege Universitesi,Spor Bilimleri Fakultesi,Antrenorluk Egitimi Bolumu,Profesor Gulbin Rudarli
Ege Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Gulcan Coskun Akar
Ege Universitesi,Ziraat Fakultesi,Zootekni Bolumu,Profesor Guldehen Bilgen
Ege Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Profesor Guldemet Basal
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Meslek Bilimleri Bolumu,Profesor Gulen Irem Kaya
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Gulgun Kavukcu
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Gulgun Sengul
Ege Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Gulgun Nazan Gunay
Ege Universitesi,Muhendislik Fakultesi,Kimya Muhendisligi Bolumu,Profesor Gulin Ersoz
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Gulinnaz Ercan
Ege Universitesi,Eczacilik Fakultesi,Temel Eczacilik Bilimleri Bolumu,Profesor Guliz Armagan
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Avlama Ve Isleme Teknolojisi Bolumu,Profesor Gulnur Metin
Ege Universitesi,Eczacilik Fakultesi,Eczacilik Meslek Bilimleri Bolumu,Profesor Gulnur Sevin
Ege Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Gulperi Oktem
Ege Universitesi,Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Gulsen Unver
Ege Universitesi,Ataturk Saglik Hizmetleri Meslek Yuksekokulu,Tibbi Hizmetler Ve Teknikler Bolumu,Profesor Gulseren Keskin
Ege Universitesi,Ziraat Fakultesi,Tarla Bitkileri Bolumu,Profesor Gulsum Ozturk
Ege Universitesi,Emel Akin Meslek Yuksekokulu,"Tekstil, Giyim, Ayakkabi Ve Deri Bolumu",Profesor Gulsah Pamuk
Ege Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Gulten Gunduz
Ege Universitesi,Edebiyat Fakultesi,Psikoloji Bolumu,Profesor Gunay Serap Tekinsav Sutcu
Ege Universitesi,Gunes Enerjisi Enstitusu,Enerji Teknolojisi Anabilim Dali,Profesor Gunnur Kocar
Ege Universitesi,Nukleer Bilimler Enstitusu,Nukleer Bilimler Anabilim Dali,Profesor Gunseli Yaprak
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Guray Saydam
Ege Universitesi,Edebiyat Fakultesi,Arkeoloji Bolumu,Profesor Gurcan Polat
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Yetistiriciligi Bolumu,Profesor Gurel Turkmen
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Gursel Cok
Ege Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Guven Ozdemir
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Guzide Aksu
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Hadiye Sirin
Ege Universitesi,Saglik Bilimleri Fakultesi,Ebelik Bolumu,Profesor Hafize Ozturk Can
Ege Universitesi,Ziraat Fakultesi,Tarim Ekonomisi Bolumu,Profesor Hakan Adanacioglu
Ege Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Hakan Akat
Ege Universitesi,Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Hakan Atilgan
Ege Universitesi,Ziraat Fakultesi,Tarla Bitkileri Bolumu,Profesor Hakan Geren
Ege Universitesi,Eczacilik Fakultesi,Temel Eczacilik Bilimleri Bolumu,Profesor Hakan Karadeniz
Ege Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Hakan Posacioglu
Ege Universitesi,Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Profesor Hakan Turkmen
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Hale Uzumcugil
Ege Universitesi,Su Urunleri Fakultesi,Su Urunleri Yetistiriciligi Bolumu,Profesor Halil Sen
Ege Universitesi,Ziraat Fakultesi,Tarimsal Yapilar Ve Sulama Bolumu,Profesor Halil Baki Unal
Ege Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Haluk Akin
