University,Faculty,Department,"Title, Name and Surname"
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Tahsin Basaran
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Profesor Talat Yalcin
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Tolga Ayav
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Tugkan Tuglular
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Profesor Umit Hakan Yildiz
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Profesor Volkan Seyrantepe
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Volkan Emre Uz
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Yalin Bastanlar
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Malzeme Bilimi Ve Muhendisligi Bolumu,Profesor Yasar Akdogan
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Yavuz Duvarci
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Profesor Yusuf Baran
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Zehra Tugce Kazanasmaz
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Kimya Muhendisligi Bolumu,Docent Abhishek Dutta
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Adile Avar
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Matematik Bolumu,Docent Ahmet Batal
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Biyomuhendislik Bolumu,Docent Ahu Arslan Yildiz
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fotonik Bolumu,Docent Alexey Bogdanov
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Docent Alper Arslanoglu
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Kimya Muhendisligi Bolumu,Docent Ayben Top
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Docent Ayse Handan Baysal
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Docent Belgin Ergenc Bostanoglu
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Docent Berguzar Ozbahceci
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Matematik Bolumu,Docent Berkant Ustaoglu
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Docent Beste Bayramoglu
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Docent Cagatay Ceylan
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Deniz Gercek Kurt
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Mimarlik Bolumu,Docent Ebru Yilmaz
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Docent Engin Karabudak
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fizik Bolumu,Docent Enver Tarhan
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Eylem Erdogan
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Matematik Bolumu,Docent Fatih Erman
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Malzeme Bilimi Ve Muhendisligi Bolumu,Docent Fatih Toptan
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Fatih Yaman
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Kultur Varliklarini Koruma Ve Onarim Bolumu,Docent Fatma Nursen Kul
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Enerji Sistemleri Muhendisligi Bolumu,Docent Ferhat Bingol
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Docent Gulistan Mese Ozcivici
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Docent Gursoy Turan
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Cevre Muhendisligi Bolumu,Docent Hatice Eser Okten
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Matematik Bolumu,Docent Haydar Goral
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Biyomuhendislik Bolumu,Docent Huseyin Cumhur Tekin
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fizik Bolumu,Docent Huseyin Sami Sozuer
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Kivilcim Yuksel Aldogan
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Docent Mehmet Dorduncu
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Mehmet Penpecioglu
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Malzeme Bilimi Ve Muhendisligi Bolumu,Docent Mohammad Reza Mohammadi
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Docent Nermin Seda Kehr
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Endustriyel Tasarim Bolumu,Docent Nilufer Talu
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Biyomuhendislik Bolumu,Docent Nur Basak Surmeli Eraltug
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fizik Bolumu,Docent Ozgur Cakir
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Docent Selcuk Saatci
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Docent Selma Tekir
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fizik Bolumu,Docent Serkan Ates
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Kimya Muhendisligi Bolumu,Docent Sevgi Kilic Ozdemir
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Mimarlik Bolumu,Docent Sevgi Zeynep Dogan
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fotonik Bolumu,Docent Sevilay Sevincli
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Docent Sinan Kandemir
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Docent Senay Mihcin
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Sevket Gumustekin
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Docent Sukru Gulec
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Malzeme Bilimi Ve Muhendisligi Bolumu,Docent Umut Adem
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Mimarlik Bolumu,Docent Ulku Incekose
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Docent Unver Ozkol
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Mimarlik Bolumu,Docent Zeynep Akture
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Mimarlik Bolumu,Docent Zeynep Durmus Arsan
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Enerji Sistemleri Muhendisligi Bolumu,Docent Ziya Haktan Karadeniz
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Adem Yavuz
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Afife Gulec
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Ahmet Arda Yigitoglu
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Aksu Altinayar
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Asim Leblebici
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Ogretim Gorevlisi Aylin Tastan Erdogdu
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Aysel Gumus Ozbalci
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Ayse Demir
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Matematik Bolumu,Ogretim Gorevlisi Baris Cicek
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Basak Tekin
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Basar Sirin
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Begum Akyol
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Begum Yavuz
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Bengu Aydin Dikmen
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Ogretim Gorevlisi Berat Alper Erol
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Ogretim Gorevlisi Buket Ersahin
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Ogretim Gorevlisi Burak Galip Aslan
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Burcu Akdag Caglar
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Ogretim Gorevlisi Burcu Ozturk
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Ogretim Gorevlisi Busra Karas
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Mimarlik Bolumu,Ogretim Gorevlisi Can Gunduz
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Endustriyel Tasarim Bolumu,Ogretim Gorevlisi Canberk Yurt
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Cansu Kokey Gokelma
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Cenk Omur
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Cagdas Tasoglu
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Damla Pirli
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Deniz Isik
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Kimya Muhendisligi Bolumu,Ogretim Gorevlisi Deniz Simsek
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Devrim Akkaya Seren
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Didem Berkun
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Dogan Evecen
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Drahsan Ipek Balci
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Duygu Oguz Kilic
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,Genel Kultur Dersleri,Ogretim Gorevlisi Ebru Aslan Callioglu
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi (unvan:docent) Ebru Hancioglu
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Ece Goncer
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Ogretim Gorevlisi Emine Pinar Kiranli
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Emrah Donmez
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Emrah Gumusboga
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Ogretim Gorevlisi Esra Sahin Akdeniz
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Esra Ulusal
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Evrim Pasik
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Ogretim Gorevlisi Eylem Kurulgan Demirci
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Fatma Basoglu Kabran
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Figan Ertuman
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Filiz Kurucaovali
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Fulya Asil
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Fulya Colak
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Funda Demir
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Gaye Kilinc
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Gizem Kofunyeli
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Gokcen Dursun Yakut
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Matematik Bolumu,Ogretim Gorevlisi (unvan:docent) Gokhan Sahan
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Gonul Kafali Can
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Ogretim Gorevlisi Gulay Haznedar
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Guliz Ozgurel
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Kimya Muhendisligi Bolumu,Ogretim Gorevlisi Gulnihal Yelken
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,Genel Kultur Dersleri,Ogretim Gorevlisi Hakim Ozgur
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Handan Gaygisiz
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Hatice Selale Yildiz
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Havva Kurt Taspinar
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Hayat Gurdal
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fizik Bolumu,Ogretim Gorevlisi Hayriye Gul
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Huriye Yavuzdiler
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Ogretim Gorevlisi Huseyin Ozgener
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Ogretim Gorevlisi Husnet Ceyhan
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Ibrahim Celik
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Ibrahim Muslu
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Ogretim Gorevlisi Ilknur Sen
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Inci Misirli Karabulut
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Ogretim Gorevlisi Ipek Erdogan Vatansever
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Kultur Varliklarini Koruma Ve Onarim Bolumu,Ogretim Gorevlisi Kerem Serifaki
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Kevi Tekgul
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fizik Bolumu,Ogretim Gorevlisi Koray Sevim
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Ogretim Gorevlisi Mahmut Cenk Efeler
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Medine Turkmen
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Melike Bozca
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Melike Dinc
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Meltem Sen
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Merve Karakaya
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,,Ogretim Gorevlisi Minghua Xing
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Mine Bahceci
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Muhammed Emir Fidan
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Murat Delman
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,Genel Kultur Dersleri,Ogretim Gorevlisi Mustafa Ilter
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Mustafa Kaymaz
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Mustafa Fatih Dalyan
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Malzeme Bilimi Ve Muhendisligi Bolumu,Ogretim Gorevlisi Mutlu Devran Yaman
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Muge Caliskan
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Muserref Yersel Ural
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Naciye Esen Ozay
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Nadir Aras
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Nazli Eren
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Ogretim Gorevlisi Nergiz Gurbuz Colak
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Nesli Yagmurcukardes
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Molekuler Biyoloji Ve Genetik Bolumu,Ogretim Gorevlisi Neslihan Tek Eken
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Kimya Muhendisligi Bolumu,Ogretim Gorevlisi Nesrin Ahipasaoglu
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Kimya Muhendisligi Bolumu,Ogretim Gorevlisi Nesrin Gafarogullari
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Nevzat Akeren
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Ogretim Gorevlisi Nihan Gogus Bagis
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,Genel Kultur Dersleri,Ogretim Gorevlisi Numan Cosgu Ates
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Nur Aydin
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Malzeme Bilimi Ve Muhendisligi Bolumu,Ogretim Gorevlisi Nurunnisa Atceken
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Nuket Dalci
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Ozan Rasit Yurum
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Ozcan Kahraman
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Ozgul Basaran
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Ozgur Aktas
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Ogretim Gorevlisi Ozgur Gunelsu
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Ozgur Okur
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Ozgur Orun
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Kimya Muhendisligi Bolumu,Ogretim Gorevlisi Ozlem Duvarci
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Pelin Kizilata
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Pelin Okyay
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Safiye Calapkorur Horoz
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Sanem Ezgi Kinal
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Secil Akyildiz Demir
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Seda Altiner
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Seda Can Paydas
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Seda Cirak Gelme
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Seda Cazime Cirakoglu
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Sedef Onderli Aydemir
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Ogretim Gorevlisi Sema Dogan
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Serdar Cinar
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Serhat Basar
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Seval Senturk Durmus
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Sinan Yilmaz
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Seniz Balci
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fizik Bolumu,Ogretim Gorevlisi Seyda Horzum Sahin
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Sirin Yigitoglu
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Taygun Uzelli
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Tugce Karaulutas
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Ogretim Gorevlisi Turgut Kalfaoglu
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Mimarlik Bolumu,Ogretim Gorevlisi Virginia Thompson Couch
Izmir Yuksek Teknoloji Enstitusu,Mimarlik Fakultesi,Endustriyel Tasarim Bolumu,Ogretim Gorevlisi Yanki Goktepe
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Fizik Bolumu,Ogretim Gorevlisi Yasemin Demirhan
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,Genel Kultur Dersleri,Ogretim Gorevlisi Yasemin Ozcan Gonulal
Izmir Yuksek Teknoloji Enstitusu,Yabanci Diller Yuksekokulu,Yabanci Diller Bolumu,Ogretim Gorevlisi Yasin Lengerlioglu
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Yekta Gunay Atli
Izmir Yuksek Teknoloji Enstitusu,Rektorluk,,Ogretim Gorevlisi Zehra Sinem Yilmaz
Izmir Yuksek Teknoloji Enstitusu,Lisansustu Egitim Enstitusu,,Arastirma Gorevlisi Ahmet Aytekin
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Arastirma Gorevlisi Ahmet Eren
Izmir Yuksek Teknoloji Enstitusu,Fen Fakultesi,Kimya Bolumu,Arastirma Gorevlisi Ahmet Onder
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Cevre Muhendisligi Bolumu,Arastirma Gorevlisi Ahmet Bedirhan Isik
Izmir Yuksek Teknoloji Enstitusu,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Arastirma Gorevlisi Ahmet Devlet Ozcelik
